10001, 2005-9-28, everbank, W, 899, 9458
19406, 2001-2-9, everbank, T, 2601, 2052
19407, 2002-1-18, lambeau, L, 2821, 5982
19408, 2006-4-30, lucas oil, L, 1903, 2265
19409, 2017-3-21, qwest, T, 4850, 5935
19410, 2007-12-29, raymond james, W, 3666, 1232
19411, 2005-7-17, qwest, W, 126, 6138
19412, 2001-9-21, ralph wilson, T, 2058, 8094
19413, 2017-5-7, candlestick, W, 4454, 2785
19414, 2017-6-7, invesco, W, 895, 6313
19415, 2012-9-17, giants, T, 4724, 7115
19416, 2001-1-10, ford, T, 4889, 1195
19417, 2001-8-13, candlestick, W, 1053, 9824
19418, 2011-9-20, dolphin, L, 3045, 6588
19419, 2003-6-11, georgia dome, T, 1752, 2340
19420, 2011-6-2, lucas oil, W, 2724, 5747
19421, 2002-2-25, everbank, W, 2825, 6567
19422, 2005-3-6, invesco, W, 3474, 4306
19423, 2005-6-15, reliant, L, 1159, 9642
19424, 2018-6-5, lincoln, T, 4439, 5553
19425, 2006-12-4, paul brown, W, 112, 1748
19426, 2003-7-17, georgia dome, W, 3668, 6001
19427, 2009-3-29, lambeau, T, 2484, 7987
19428, 2007-9-21, everbank, T, 4770, 4672
19429, 2004-8-1, hubert metrodome, T, 1333, 9538
19430, 2013-7-18, georgia dome, W, 1337, 6873
19431, 2012-9-16, hubert metrodome, L, 4913, 3858
19432, 2000-10-19, louisiana superdome, T, 835, 890
19433, 2007-2-1, hubert metrodome, W, 1867, 5000
19434, 2009-9-2, lambeau, L, 2433, 7333
19435, 2001-1-21, hubert metrodome, L, 4692, 6276
19436, 2005-4-12, lp, W, 2613, 3904
19437, 2009-4-5, cleveland browns, L, 667, 1677
19438, 2005-3-1, louisiana superdome, W, 532, 4071
19439, 2002-7-16, heinz, L, 3600, 9389
19440, 2012-11-2, ralph wilson, W, 2393, 3552
19441, 2003-12-28, giants, W, 4574, 8368
19442, 2017-11-20, reliant, L, 2468, 7144
19443, 2005-3-11, fedexfield, W, 4514, 6482
19444, 2011-4-6, dolphin, W, 686, 9972
19445, 2006-2-8, bank of america, W, 697, 9229
19446, 2002-7-13, university of phoenix, T, 2200, 7165
19447, 2001-4-23, bank of america, L, 4351, 8507
19448, 2013-3-20, hubert metrodome, T, 4264, 8704
19449, 2001-7-30, university of phoenix, W, 3507, 6850
19450, 2008-9-1, ford, W, 4140, 3399
19451, 2017-2-15, qualcomm, T, 4654, 3238
19452, 2010-8-24, giants, W, 1200, 277
19453, 2018-9-1, lambeau, W, 1714, 4816
19454, 2013-7-17, qualcomm, T, 3177, 2707
19455, 2011-2-26, reliant, T, 282, 4703
19456, 2012-2-6, georgia dome, T, 2892, 1068
19457, 2014-8-30, paul brown, L, 4160, 9199
19458, 2002-6-19, oakland-alameda, W, 310, 1986
19459, 2017-8-14, lp, W, 2303, 5072
19460, 2001-11-2, arrowhead, L, 174, 5017
19461, 2006-1-20, lincoln, W, 1449, 9193
19462, 2014-7-11, soldier field ii, W, 974, 1297
19463, 2002-1-9, heinz, L, 4311, 6652
19464, 2011-9-9, bank of america, L, 4257, 8517
19465, 2015-10-11, dolphin, T, 315, 9819
19466, 2001-10-27, oakland-alameda, L, 1353, 6548
19467, 2013-11-19, lambeau, W, 3335, 9131
19468, 2013-7-23, lambeau, L, 3343, 1427
19469, 2002-4-30, qwest, W, 3036, 1955
19470, 2009-8-22, everbank, T, 4153, 1504
19471, 2003-2-2, cleveland browns, T, 1035, 2227
19472, 2017-5-6, oakland-alameda, T, 1453, 8053
19473, 2003-11-20, university of phoenix, T, 597, 1710
19474, 2006-10-30, louisiana superdome, W, 3435, 4617
19475, 2006-2-23, lucas oil, L, 4310, 1041
19476, 2006-5-12, soldier field ii, T, 1523, 7119
19477, 2001-2-12, arrowhead, W, 4323, 7768
19478, 2017-10-4, raymond james, L, 1548, 6773
19479, 2000-6-2, bank of america, L, 3552, 7814
19480, 2018-8-27, university of phoenix, L, 3854, 9027
19481, 2014-12-3, invesco, T, 2734, 4793
19482, 2010-4-22, lincoln, T, 1220, 3354
19483, 2002-5-15, lucas oil, L, 4473, 323
19484, 2005-8-18, lambeau, L, 2784, 3728
19485, 2001-11-5, edward jones, T, 3213, 7626
19486, 2008-7-6, everbank, L, 1263, 4134
19487, 2002-8-11, edward jones, L, 3632, 713
19488, 2006-2-17, lucas oil, T, 4534, 8081
19489, 2018-10-10, m&t bank, W, 1483, 8250
19490, 2008-2-11, georgia dome, W, 1623, 7067
19491, 2001-6-9, gillette, T, 3518, 5326
19492, 2011-4-18, arrowhead, L, 3688, 9959
19493, 2009-8-18, reliant, T, 1042, 4710
19494, 2000-4-8, lambeau, T, 1738, 1056
19495, 2005-10-20, dolphin, W, 3029, 7192
19496, 2000-4-17, lucas oil, T, 4072, 2642
19497, 2017-7-3, fedexfield, W, 3340, 3154
19498, 2003-7-17, ralph wilson, W, 4472, 4951
19499, 2015-8-26, university of phoenix, W, 1952, 2406
19500, 2012-6-21, paul brown, T, 928, 515
19501, 2015-3-28, lambeau, T, 3278, 9846
19502, 2014-5-11, dolphin, L, 3889, 516
19503, 2007-9-7, ralph wilson, T, 4467, 3522
19504, 2003-5-6, dallas cowboys, W, 332, 9809
19505, 2016-11-3, university of phoenix, L, 4396, 8520
19506, 2006-3-9, giants, L, 535, 6365
19507, 2000-8-7, giants, T, 4951, 2394
19508, 2018-10-22, reliant, T, 2203, 3469
19509, 2001-7-26, lp, L, 3417, 479
19510, 2012-4-16, everbank, L, 3649, 6959
19511, 2008-7-3, edward jones, L, 4060, 1676
19512, 2011-9-8, invesco, W, 2817, 2405
19513, 2008-11-28, ralph wilson, W, 3651, 3594
19514, 2001-12-9, paul brown, W, 2709, 1877
19515, 2003-4-28, oakland-alameda, W, 710, 5563
19516, 2013-2-15, soldier field ii, T, 4827, 4281
19517, 2004-4-25, soldier field ii, T, 406, 2891
19518, 2016-9-14, ralph wilson, L, 1355, 9906
19519, 2004-8-30, qwest, W, 3259, 1150
19520, 2017-7-17, lucas oil, W, 378, 7940
19521, 2015-5-29, oakland-alameda, T, 4726, 816
19522, 2007-5-2, lucas oil, W, 4351, 5381
19523, 2013-10-22, lincoln, W, 2951, 5198
19524, 2012-5-5, dallas cowboys, T, 2803, 8387
19525, 2018-11-13, hubert metrodome, W, 3935, 8741
19526, 2002-8-30, candlestick, T, 1291, 5414
19527, 2007-6-29, lambeau, T, 2285, 4206
19528, 2013-11-7, raymond james, W, 818, 8160
19529, 2000-1-2, everbank, L, 843, 4601
19530, 2010-5-6, lincoln, W, 2317, 2688
19531, 2018-1-9, dolphin, L, 1077, 7488
19532, 2016-3-7, lucas oil, L, 2893, 3597
19533, 2012-4-26, invesco, T, 3332, 5713
19534, 2005-5-29, university of phoenix, T, 1598, 5258
19535, 2009-11-20, qwest, L, 2349, 8806
19536, 2015-6-25, georgia dome, W, 1937, 5281
19537, 2012-4-19, hubert metrodome, W, 872, 3970
19538, 2013-1-30, hubert metrodome, L, 4136, 7528
19539, 2003-7-17, edward jones, W, 3775, 7138
19540, 2013-9-3, qwest, W, 3880, 4281
19541, 2004-7-18, bank of america, L, 2259, 8458
19542, 2017-11-21, edward jones, L, 2161, 3293
19543, 2012-9-28, ralph wilson, W, 4474, 2696
19544, 2002-3-20, lambeau, W, 1835, 7403
19545, 2018-10-23, arrowhead, L, 3242, 8651
19546, 2004-7-6, qualcomm, W, 4522, 3884
19547, 2016-6-27, cleveland browns, W, 295, 4642
19548, 2009-4-9, lp, W, 3881, 6263
19549, 2018-4-5, lambeau, L, 3628, 6677
19550, 2015-5-25, heinz, T, 4467, 5495
19551, 2016-10-5, lucas oil, T, 2436, 5396
19552, 2018-9-21, bank of america, T, 4165, 9334
19553, 2013-7-3, louisiana superdome, T, 3148, 5013
19554, 2013-8-4, raymond james, W, 3547, 8413
19555, 2012-11-7, louisiana superdome, L, 1692, 2527
19556, 2011-6-15, lp, L, 2266, 6580
19557, 2014-1-24, ralph wilson, W, 1706, 7396
19558, 2012-6-29, invesco, W, 4537, 6051
19559, 2017-3-13, invesco, W, 3376, 8620
19560, 2003-1-18, paul brown, L, 2730, 9251
19561, 2002-1-22, lincoln, T, 3087, 7939
19562, 2009-11-3, dallas cowboys, T, 148, 5960
19563, 2016-3-3, paul brown, T, 3563, 343
19564, 2002-3-24, qualcomm, T, 3678, 7060
19565, 2005-3-16, louisiana superdome, W, 4641, 3006
19566, 2016-12-19, candlestick, W, 921, 5843
19567, 2000-6-8, gillette, T, 3764, 5540
19568, 2011-10-2, reliant, T, 3485, 3167
19569, 2008-5-21, raymond james, W, 3715, 1072
19570, 2016-8-8, fedexfield, W, 294, 9379
19571, 2018-7-30, lincoln, L, 3250, 8892
19572, 2002-1-7, gillette, L, 4286, 4239
19573, 2008-6-28, heinz, T, 2019, 3088
19574, 2001-2-2, university of phoenix, L, 1753, 1999
19575, 2004-1-14, louisiana superdome, W, 1909, 1947
19576, 2009-11-4, giants, T, 2863, 6451
19577, 2013-5-1, lp, W, 1042, 8674
19578, 2000-3-14, lucas oil, L, 3913, 4705
19579, 2009-6-10, arrowhead, T, 114, 6088
19580, 2001-7-22, heinz, T, 2782, 3928
19581, 2018-5-26, reliant, W, 1083, 7893
19582, 2018-6-4, ralph wilson, T, 2566, 9220
19583, 2008-11-12, lambeau, T, 4494, 1641
19584, 2012-11-23, qualcomm, L, 1642, 9075
19585, 2006-2-27, louisiana superdome, T, 4842, 3567
19586, 2009-11-23, soldier field ii, T, 1623, 1888
19587, 2012-2-20, dolphin, T, 4336, 4695
19588, 2005-1-16, ford, W, 1938, 4280
19589, 2014-3-12, hubert metrodome, T, 2008, 9559
19590, 2010-12-19, m&t bank, T, 3527, 7283
19591, 2007-2-24, gillette, T, 2565, 9117
19592, 2010-11-2, giants, T, 4290, 5162
19593, 2003-3-6, paul brown, W, 1892, 9699
19594, 2015-9-12, qualcomm, T, 648, 2397
19595, 2000-5-17, bank of america, W, 4308, 7981
19596, 2014-2-2, oakland-alameda, L, 949, 1861
19597, 2007-7-26, gillette, L, 3571, 9193
19598, 2017-2-2, ford, T, 3659, 3692
19599, 2000-8-12, candlestick, T, 3562, 2418
19600, 2010-1-12, qwest, L, 1267, 4275
19601, 2016-10-30, hubert metrodome, L, 4133, 6806
19602, 2009-3-29, dolphin, T, 1317, 4566
19603, 2001-7-3, candlestick, L, 1750, 3607
19604, 2003-6-1, reliant, L, 2326, 413
19605, 2002-2-1, lambeau, W, 2107, 8162
19606, 2003-11-7, raymond james, T, 1612, 303
19607, 2010-1-22, lincoln, T, 817, 8325
19608, 2010-7-6, giants, L, 1667, 7839
19609, 2010-1-14, ford, W, 601, 5422
19610, 2000-10-4, dolphin, W, 1359, 5173
19611, 2013-7-2, georgia dome, L, 4671, 5482
19612, 2014-9-4, lambeau, L, 3062, 6393
19613, 2017-1-30, lincoln, W, 4510, 2495
19614, 2006-6-21, oakland-alameda, T, 4290, 3205
19615, 2017-1-4, bank of america, W, 3799, 9593
19616, 2012-9-15, lambeau, L, 784, 8909
19617, 2003-5-18, reliant, T, 2355, 7437
19618, 2017-3-18, lincoln, W, 4519, 4666
19619, 2007-11-13, paul brown, T, 3780, 3859
19620, 2007-10-6, raymond james, W, 3693, 6245
19621, 2011-8-4, raymond james, W, 2092, 5466
19622, 2008-3-13, cleveland browns, W, 2045, 351
19623, 2000-10-2, arrowhead, T, 4033, 7572
19624, 2012-3-19, lucas oil, W, 1161, 2574
19625, 2011-3-11, louisiana superdome, T, 3156, 1089
19626, 2018-5-2, heinz, W, 3781, 4011
19627, 2010-7-17, m&t bank, T, 607, 3542
19628, 2003-7-14, hubert metrodome, W, 2541, 9867
19629, 2002-9-10, fedexfield, W, 1089, 2908
19630, 2018-8-8, edward jones, L, 4224, 3292
19631, 2012-10-25, dallas cowboys, L, 3143, 2891
19632, 2012-10-5, qwest, L, 1853, 142
19633, 2010-11-14, edward jones, L, 1224, 3033
19634, 2015-3-8, dolphin, W, 3661, 1500
19635, 2013-6-16, edward jones, W, 1697, 1120
19636, 2009-3-10, bank of america, L, 3352, 4226
19637, 2016-5-23, reliant, T, 472, 4681
19638, 2015-5-5, arrowhead, W, 3608, 8963
19639, 2013-5-10, edward jones, T, 2247, 7760
19640, 2012-7-19, lambeau, L, 2144, 5240
19641, 2001-3-7, oakland-alameda, W, 3060, 6630
19642, 2009-1-24, everbank, L, 3030, 5786
19643, 2016-2-19, georgia dome, T, 1985, 8238
19644, 2002-2-26, gillette, W, 4703, 6810
19645, 2018-3-18, edward jones, T, 143, 3027
19646, 2017-10-19, louisiana superdome, L, 639, 988
19647, 2014-12-29, everbank, W, 1607, 7349
19648, 2002-10-17, arrowhead, W, 4205, 720
19649, 2006-10-19, heinz, W, 2068, 569
19650, 2016-8-6, gillette, T, 1463, 8391
19651, 2006-4-24, invesco, L, 2402, 9945
19652, 2001-10-30, ford, T, 2868, 5261
19653, 2000-5-7, ford, T, 3401, 5611
19654, 2007-8-2, lp, T, 1631, 9140
19655, 2008-2-4, qwest, T, 4807, 7091
19656, 2015-9-20, everbank, L, 1672, 9287
19657, 2015-11-10, paul brown, T, 2824, 8478
19658, 2002-9-21, qualcomm, L, 4411, 1975
19659, 2012-11-18, lp, L, 3557, 2863
19660, 2009-6-21, louisiana superdome, L, 4985, 3495
19661, 2000-3-29, arrowhead, T, 756, 9904
19662, 2006-7-29, giants, L, 411, 3355
19663, 2013-2-27, reliant, T, 3716, 9097
19664, 2017-9-27, qualcomm, W, 2018, 6691
19665, 2001-7-30, everbank, W, 862, 2063
19666, 2018-4-23, everbank, W, 2185, 3220
19667, 2000-12-30, hubert metrodome, W, 3565, 7752
19668, 2013-7-13, arrowhead, T, 2479, 1866
19669, 2016-9-12, cleveland browns, L, 265, 6109
19670, 2015-7-13, arrowhead, T, 3034, 5569
19671, 2000-10-3, cleveland browns, T, 3319, 3510
19672, 2015-8-10, arrowhead, L, 730, 1021
19673, 2008-10-22, everbank, W, 2300, 5213
19674, 2010-4-28, fedexfield, T, 3044, 255
19675, 2002-9-7, lp, W, 3323, 3168
19676, 2008-5-14, ralph wilson, T, 4700, 5389
19677, 2010-10-8, gillette, T, 491, 1418
19678, 2014-8-13, lp, T, 3203, 5476
19679, 2016-9-4, qualcomm, T, 518, 7562
19680, 2015-11-15, bank of america, T, 2851, 1207
19681, 2016-11-18, invesco, W, 4500, 8255
19682, 2011-3-11, ford, T, 980, 2537
19683, 2009-3-23, invesco, L, 3377, 4577
19684, 2009-1-6, heinz, T, 2297, 6556
19685, 2011-9-25, oakland-alameda, L, 3845, 4801
19686, 2017-4-29, lp, W, 2208, 2891
19687, 2013-12-13, dallas cowboys, L, 2786, 6563
19688, 2007-12-8, heinz, T, 1594, 1041
19689, 2014-1-14, dallas cowboys, W, 2261, 6263
19690, 2000-1-25, ford, L, 1092, 4211
19691, 2000-7-30, lambeau, W, 3095, 8198
19692, 2004-1-21, invesco, L, 1191, 8623
19693, 2001-5-10, lincoln, T, 913, 8036
19694, 2009-2-29, hubert metrodome, T, 3651, 4428
19695, 2007-3-5, lucas oil, L, 3437, 2669
19696, 2005-11-10, candlestick, L, 4977, 7789
19697, 2018-1-30, gillette, W, 3126, 7991
19698, 2001-1-17, qualcomm, T, 728, 8064
19699, 2013-11-6, university of phoenix, T, 3535, 5599
19700, 2012-5-9, heinz, L, 1150, 2039
19701, 2004-5-20, lincoln, L, 1814, 7509
19702, 2009-2-13, lp, T, 910, 2341
19703, 2000-12-30, lucas oil, T, 2882, 1169
19704, 2016-12-9, invesco, W, 4593, 319
19705, 2014-11-27, lincoln, T, 2374, 1039
19706, 2011-5-23, everbank, W, 191, 6755
19707, 2006-5-12, qualcomm, T, 4297, 9942
19708, 2001-5-3, soldier field ii, W, 1389, 5341
19709, 2006-12-17, louisiana superdome, L, 3535, 3129
19710, 2002-3-27, dallas cowboys, L, 4962, 475
19711, 2017-12-1, arrowhead, W, 155, 2397
19712, 2017-10-1, reliant, T, 4650, 6884
19713, 2007-3-18, candlestick, T, 4742, 1634
19714, 2014-2-29, oakland-alameda, L, 4447, 107
19715, 2000-4-20, gillette, W, 3513, 558
19716, 2016-11-22, arrowhead, L, 2459, 5566
19717, 2010-11-22, m&t bank, T, 1915, 9417
19718, 2002-9-15, hubert metrodome, L, 4973, 7847
19719, 2007-4-23, soldier field ii, L, 727, 6817
19720, 2012-5-17, m&t bank, T, 3007, 1739
19721, 2001-10-24, paul brown, T, 475, 3671
19722, 2009-2-8, raymond james, W, 1714, 2594
19723, 2011-8-3, arrowhead, T, 4668, 7215
19724, 2010-1-18, invesco, W, 4822, 7704
19725, 2007-1-23, fedexfield, T, 4580, 845
19726, 2007-12-6, lucas oil, T, 822, 5855
19727, 2003-9-24, qualcomm, T, 269, 7072
19728, 2017-10-27, arrowhead, W, 1551, 5434
19729, 2008-3-9, heinz, L, 2887, 2276
19730, 2000-2-16, university of phoenix, W, 4626, 2765
19731, 2002-6-19, qwest, T, 1027, 5662
19732, 2001-1-13, edward jones, W, 4648, 2456
19733, 2001-5-21, gillette, L, 2844, 6506
19734, 2003-10-8, qwest, L, 3027, 6391
19735, 2011-3-9, louisiana superdome, W, 4154, 3097
19736, 2005-1-6, arrowhead, L, 2474, 2447
19737, 2001-5-4, lucas oil, W, 2536, 3328
19738, 2015-3-17, candlestick, L, 3849, 4641
19739, 2008-7-24, soldier field ii, L, 2598, 1966
19740, 2014-1-24, everbank, T, 2832, 4761
19741, 2018-5-24, hubert metrodome, W, 4835, 9299
19742, 2001-11-1, invesco, W, 3490, 6047
19743, 2000-5-1, qwest, T, 2973, 6353
19744, 2012-3-4, fedexfield, L, 1571, 3329
19745, 2015-7-3, edward jones, L, 2499, 2799
19746, 2006-10-24, lucas oil, T, 1074, 4295
19747, 2009-2-3, university of phoenix, T, 1725, 3502
19748, 2006-4-21, giants, W, 2125, 425
19749, 2007-2-24, gillette, W, 2289, 2904
19750, 2011-3-17, lambeau, T, 4631, 2184
19751, 2010-1-11, ford, W, 3146, 5927
19752, 2011-2-20, ralph wilson, W, 3583, 1150
19753, 2003-3-27, lambeau, L, 3051, 7898
19754, 2015-11-30, lp, T, 3778, 7929
19755, 2010-11-22, cleveland browns, L, 1926, 3551
19756, 2014-5-20, bank of america, L, 3508, 4545
19757, 2016-3-13, bank of america, T, 2259, 6016
19758, 2015-8-5, giants, T, 1911, 9684
19759, 2007-2-3, ralph wilson, T, 3676, 6115
19760, 2003-2-7, university of phoenix, W, 2302, 8319
19761, 2012-6-6, qualcomm, L, 4950, 2737
19762, 2000-6-26, candlestick, T, 2753, 9561
19763, 2002-6-26, fedexfield, W, 194, 4817
19764, 2005-2-3, paul brown, W, 642, 8444
19765, 2005-3-16, georgia dome, W, 4887, 2726
19766, 2004-6-2, gillette, L, 183, 795
19767, 2014-1-8, giants, L, 2174, 5409
19768, 2001-5-15, louisiana superdome, L, 3414, 2663
19769, 2000-9-15, candlestick, T, 3373, 8073
19770, 2014-8-13, everbank, W, 2727, 585
19771, 2016-1-13, m&t bank, W, 4898, 9306
19772, 2011-8-21, candlestick, W, 372, 6592
19773, 2008-2-4, paul brown, L, 4050, 1316
19774, 2011-12-19, paul brown, L, 2010, 9695
19775, 2018-1-16, ford, W, 1465, 2731
19776, 2013-12-28, dallas cowboys, T, 2904, 5964
19777, 2006-5-12, raymond james, T, 2410, 2650
19778, 2008-11-2, dolphin, T, 2855, 6592
19779, 2017-7-10, dallas cowboys, L, 2011, 7702
19780, 2007-1-21, qualcomm, W, 1952, 9127
19781, 2000-7-10, paul brown, W, 3980, 986
19782, 2013-10-10, lincoln, T, 3393, 6953
19783, 2001-6-12, paul brown, T, 2137, 9498
19784, 2007-3-11, fedexfield, W, 3943, 2596
19785, 2012-9-4, arrowhead, W, 4806, 4972
19786, 2010-8-18, raymond james, T, 898, 7813
19787, 2006-10-16, soldier field ii, W, 1969, 1243
19788, 2007-4-28, fedexfield, T, 3681, 1153
19789, 2008-12-24, lambeau, W, 1689, 6824
19790, 2013-4-30, louisiana superdome, L, 346, 9824
19791, 2016-1-21, invesco, W, 436, 8834
19792, 2013-9-21, soldier field ii, T, 996, 9408
19793, 2017-2-12, soldier field ii, L, 2610, 7629
19794, 2010-11-8, giants, L, 1612, 9116
19795, 2000-6-10, lp, T, 2147, 7403
19796, 2014-2-17, oakland-alameda, T, 3892, 7115
19797, 2018-6-22, qwest, T, 3870, 1524
19798, 2018-4-25, candlestick, L, 1427, 2206
19799, 2017-4-6, georgia dome, T, 3888, 2175
19800, 2009-7-18, m&t bank, T, 1209, 2616
19801, 2012-7-24, bank of america, W, 3459, 4263
19802, 2004-10-25, paul brown, T, 1717, 962
19803, 2000-11-7, hubert metrodome, L, 3520, 7423
19804, 2001-5-18, oakland-alameda, T, 1251, 2154
19805, 2012-6-10, giants, T, 2777, 166
19806, 2003-10-20, qualcomm, L, 2058, 8934
19807, 2018-11-25, dallas cowboys, L, 4572, 9182
19808, 2003-5-5, hubert metrodome, T, 3299, 509
19809, 2010-1-29, reliant, L, 312, 1758
19810, 2018-12-28, fedexfield, L, 4402, 9405
19811, 2014-12-6, dallas cowboys, L, 4484, 7979
19812, 2012-11-22, lp, T, 562, 4978
19813, 2010-7-19, m&t bank, W, 580, 6598
19814, 2014-8-4, m&t bank, T, 4752, 5975
19815, 2001-3-26, lucas oil, L, 4470, 2744
19816, 2008-11-29, university of phoenix, W, 1865, 5222
19817, 2010-9-28, qualcomm, W, 3754, 4326
19818, 2002-9-24, lucas oil, L, 3311, 1601
19819, 2003-2-19, reliant, W, 1864, 3511
19820, 2012-7-8, heinz, L, 2621, 3045
19821, 2006-2-20, louisiana superdome, L, 488, 1094
19822, 2005-4-15, qwest, L, 831, 2487
19823, 2001-12-14, lincoln, T, 1932, 3309
19824, 2013-9-20, lp, T, 2355, 3943
19825, 2016-3-21, gillette, T, 3147, 8543
19826, 2006-8-24, soldier field ii, T, 3243, 8071
19827, 2004-3-4, giants, T, 3917, 4734
19828, 2017-12-2, giants, W, 1762, 6860
19829, 2008-10-25, everbank, L, 3709, 6633
19830, 2015-6-27, qwest, W, 4419, 8833
19831, 2005-4-2, qualcomm, L, 4429, 3917
19832, 2012-11-9, reliant, T, 2038, 5081
19833, 2001-2-17, fedexfield, L, 960, 5793
19834, 2017-5-2, hubert metrodome, W, 4261, 8968
19835, 2004-7-25, paul brown, W, 420, 3893
19836, 2000-12-16, hubert metrodome, W, 4964, 5653
19837, 2017-8-5, cleveland browns, L, 4409, 2481
19838, 2010-2-13, invesco, W, 3311, 1048
19839, 2009-2-2, edward jones, L, 2383, 4367
19840, 2009-10-5, oakland-alameda, L, 4251, 1573
19841, 2013-5-20, louisiana superdome, L, 3101, 1503
19842, 2009-11-9, dallas cowboys, W, 1945, 1084
19843, 2005-12-28, dolphin, W, 929, 2558
19844, 2008-8-14, m&t bank, L, 3150, 8172
19845, 2010-3-28, giants, T, 1126, 2224
19846, 2008-9-11, invesco, L, 3304, 6932
19847, 2013-1-23, cleveland browns, L, 4090, 7820
19848, 2016-8-17, lambeau, W, 1910, 2123
19849, 2014-9-17, university of phoenix, W, 1563, 3824
19850, 2007-6-4, invesco, L, 1229, 8357
19851, 2016-6-30, gillette, W, 161, 9685
19852, 2011-1-17, paul brown, T, 1045, 9691
19853, 2005-7-30, gillette, T, 2127, 8726
19854, 2011-6-7, ford, T, 4657, 2623
19855, 2012-2-11, reliant, L, 637, 7596
19856, 2007-9-12, edward jones, T, 1281, 1856
19857, 2010-3-22, reliant, T, 4426, 7425
19858, 2013-4-22, paul brown, W, 2166, 9534
19859, 2012-2-5, reliant, T, 3520, 8604
19860, 2018-11-17, reliant, T, 4491, 1404
19861, 2013-2-29, m&t bank, T, 4218, 1395
19862, 2016-6-10, lincoln, W, 2445, 362
19863, 2012-7-24, qwest, W, 4520, 6846
19864, 2001-11-19, raymond james, L, 511, 6433
19865, 2013-9-27, lp, T, 2481, 8952
19866, 2015-4-11, university of phoenix, W, 3165, 4970
19867, 2006-2-11, invesco, W, 2017, 1820
19868, 2008-9-9, paul brown, T, 530, 3471
19869, 2004-7-4, gillette, L, 4376, 3563
19870, 2010-8-11, candlestick, W, 1583, 4500
19871, 2015-2-30, oakland-alameda, W, 4646, 8091
19872, 2001-6-25, bank of america, T, 552, 3840
19873, 2018-3-24, oakland-alameda, T, 1115, 8763
19874, 2004-9-4, qwest, T, 3663, 2947
